Description,Object ID
马来短剑，其刀刃蜿蜒如蛇，是印度尼西亚最具特色的武器。自古以来，马来短剑就被认为蕴含着强大的精神力量，至今仍是印度尼西亚文化不可或缺的一部分。人物马来短剑柄与巴厘岛尤为相关，尽管受到伊斯兰教的影响，但印度教艺术传统仍未中断，此外，与邻近的东爪哇地区也存在着密切联系。虽然一些剑柄人物的身份尚不确定，但许多人物似乎受到了《摩诃婆罗多》和《罗摩衍那》中人物和情节的启发。这些伟大的文学史诗对印度尼西亚人生活的影响深远，从十世纪至今一直如此，其重要性不可低估。这把马来短剑精雕细琢的木质剑柄被认为象征着克里希纳，他是一位非常受欢迎的印度教神，也是《摩诃婆罗多》中的关键人物。但它更有可能描绘的是奎师那的同伴阿周那，潘达瓦家族的王子，也是印度尼西亚最著名的史诗人物。《摩诃婆罗多》的故事围绕着两个王子家族——潘达瓦家族和他们的表兄弟俱卢族——的王朝斗争，以及帮助他们的诸神展开。在印尼版的《摩诃婆罗多》及其衍生的故事中，作为潘达瓦家族领袖的阿周那的角色得到了极大的扩展。他从诸神的陪衬变成了故事中的主角英雄。在印尼文化中，他被视为英雄的典范，代表着阳刚之美、高尚的行为和无与伦比的战斗力的完美结合。这把马来短剑的剑柄上的细节汇集了图像细节，这些细节识别并说明了阿周那的英雄本色，即伟大英雄应有的理想品质。他的头饰彰显着他的高贵地位，包括上翘的头饰（gelung），又称虾式头饰（gelung supit urang），以及优雅的礼仪耳饰（sumping）。他头部的倾斜和安详的面部表情旨在传达谦逊与沉着。狭长的眼睛形状表明他出身高贵，修养也很高。阿周那左肩披着圣线（upavīta），缠绕着他的身体，这是宗教启蒙的象征，在这里，圣线以蛇的形状出现，暗示着阿周那的神圣血统。他用右手做出一个象征性的手势，可能是祈求恩赐的手势（varamudrā），而双腿的姿势则暗示着半莲花坐姿（orvīrāsana），恰如其分地象征着“英雄的姿态”。阿周那的一生中，曾多次进行冥想和苦行，这与剑柄上的人物形象如出一辙。然而，这件作品中弥漫着一种顺从的忧郁和深沉的沉思，或许是为了表达阿周那对克里希纳向他揭示的伟大真理的沉思，这些真理记载在《薄伽梵歌》（摩诃婆罗多中最著名的部分）中。这里讲述了在与俱卢族决战前夕，阿周那表示他宁愿死，也不愿为了追求世俗权力而让自己的家人流血。在神与英雄的对话中，奎师那教导阿周那如何正确地履行人生的职责（佛法），从而与神合一。阿周那坚信奎师那的教诲，最终克服了疑虑，带领般度族人走向胜利。,924
毗摩是潘达瓦五兄弟中除阿周那之外最著名的一位，他们至今仍是印尼流行文化中耳熟能详的人物。这幅画中毗摩的形象被雕刻在一个木雕的马来短剑架上。人们对马来短剑的尊崇之情，甚至在不佩戴时也得到了细心的呵护。这些武器被存放在合适的袋子、定制的盒子和箱子里，以及壁挂式展示板上，还有马来短剑架上。然而，使用三维雕塑制作马来短剑架的现象仅限于巴厘岛和龙目岛。毗摩以其强大的力量和战场上的无所畏惧的凶猛而闻名。虽然他和阿周那一样是伟大的英雄，但他却完全缺乏他兄弟的优雅气质。通过将大都会博物馆藏品（编号 36.25.1265）中的马来短剑柄与此马来短剑架进行比较，可以清楚地看出彼摩与阿周那体格特征的差异。彼摩总是魁梧敦实，双腿宽阔，姿势不雅。而阿周那则总是身材修长。彼摩凸出的大眼睛象征着野性凶猛，与阿周那细长的眼睛所代表的古典美与温文尔雅形成了鲜明对比。同样，彼摩宽阔的鼻子也表明了他的粗鲁。然而，和阿周那一样，他的高贵地位是通过他的发型和耳后的饰物来传达的。Bhīma 的其他显着特征是他长长的、像爪子一样的指甲 (panchanaka) 和腰间穿着的圣衣 (kain poleng)。只有 Bhīma 和他的同父异母兄弟，猴王哈努曼（因其在《罗摩衍那》中的角色而闻名）与风神巴塔拉巴尤共享 panchanaka，他们是风神巴塔拉巴尤的精神儿子或化身。panchanaka 是 Bhīma 用来将对手撕成碎片的可怕武器，尤其是在 Bratayuda，即与 Kauravas 的最后一场大战中。kain poleng 同样是哈努曼的一个特征，有时以代表 Bhīma 情感痛苦的颜色显示。Bhīma 左手的手势也是象征性的；它是 themustimudrā 的一个变体，具有多种含义，包括手持狼牙棒或棍棒，这可能指的是 Bhīma 的特色武器铁棍。,925
这种被称为“停平小白绘”的刀架风格出现于江户时代（1615-1868）末期，反映了当时日本武装部队现代化进程中西方步兵刀的影响。刀架配件，包括1871年的刀柄环，均为高本秀宗（1819-1887）的杰作。高本秀宗曾师从江户时代最后几位刀匠之一田中清寿（1804-1876）。刀鞘上装饰着精致的中国芒草莳绘漆。刀身未署名，但展现出16世纪后期关（须江）刀匠的风格。,926
无描述信息,927
日本刀剑柄的各个部分在刃器史上独树一帜，因为它们既是刀剑的功能部件，也是独立的艺术品。其中最突出的元素是剑锷（tsuba），即将刀身底部与剑柄顶部隔开的盘状护手。剑锷的装饰涵盖了广泛的主题：自然场景、世俗故事，以及这件剑锷所展现的宗教象征。这件剑锷由铁制成，沿其六边形边缘穿孔，形成八个卦形（中国八卦，日本八卦）的醒目轮廓，据说是由公元前三千年在位的中国皇帝伏羲所创。八卦构成了《易经》的基础，《易经》是一部著名的中国智慧源泉，融合了道家和儒家思想，被用作预言、占卜和治国方略的指南。这八个符号由连续的线条和虚线组成，连续的线条代表阳（男性原则，即天），虚线代表阴（女性原则，即地）。此钤上的图案是伏羲本人发明的八卦排列，被称为先天八卦。每个八卦都有不同层次的解读，可以代表自然界的基本元素，例如雷、水或风；身体和情感特征，例如力量、满足感和柔韧性；护身符；四季和罗盘方位。此外，当八卦出现在诸如此钤之类的物品上时，它们可以作为强大的吉祥象征，并表达对古代智慧的敬意。,928
火药角是一种通常用动物角制成的容器，用于携带火药。此火药角上刻有主人彼得·迈尔 (Peter Myer) 的名字、英国盾徽以及哈德逊河谷和莫霍克河谷堡垒的地图。,929
阿渊头是一对配套的刀配件，由柄（剑柄底部的环）和柄头（剑柄末端的圆头）组成。其设计以中国传奇人物寿老人为原型，寿老人在日本被尊崇为七福神之一。他通常被描绘成一位白发白须的老人，站在一棵高大的松树下，手持一根高大的拐杖，身边还有一只鹿，象征着长寿的祝福。,930
这是一大批以中东风格装饰的盾牌之一，据信是为萨尔茨堡大主教沃尔夫·迪特里希·冯·雷特瑙 (Wolf Dietrich von Raitenau，1587-1612 年在位) 的保镖制作的。,931
这些 menuki 以中国百合 (Rohdea japonica) 为设计主题。,932
这件小塚的图案为长梁（中国军事和政治领袖张良，中国三大英雄之一）和一条龙。,933
此小塚的图案为太公坊（中国圣人庄子）钓鱼的情景。,934
无描述信息,935
无描述信息,936
无描述信息,937
无描述信息,938
精湛的工艺和对珍贵材料的大量运用，使这把剑成为一件尊贵的武器，彰显了奥斯曼帝国奢华艺术的富丽堂皇和精致考究。这把剑与宫廷珠宝商艾哈迈德·特克尔于1526-1527年为奥斯曼帝国苏丹苏莱曼大帝（1520-1566年在位）打造的阿亚塔甘（现藏于伊斯坦布尔托普卡帕宫）几乎一模一样，无疑出自同一皇家工坊。剑刃上的镀金描绘了龙凤斗舞的场景，背景为卷轴状的叶状纹饰。这些图案，如象牙剑柄上的金镶云带和叶状卷轴，都受到中国的启发，并可能通过与波斯的接触而传入奥斯曼艺术。这把剑是已知最早的亚塔甘剑之一，亚塔甘剑是典型的土耳其武器，其特点是双曲刃和无护手的剑柄。亚塔甘剑在十八、十九世纪的土耳其和巴尔干地区很常见，是被称为禁卫军的精锐部队的随身武器。,939
这是西藏少数珍稀早期宝剑中的最佳范例之一。剑柄，包括握把，全部由铁制成，并经过浮雕、錾刻，最后以金银镶嵌。握把下方的护手，呈程式化的面具形状，露出獠牙，象征着守护神或守护神。这种类型的直刃双刃剑在中国宝剑中更为常见，但在西藏也有使用。,940
这顶头盔不仅工艺精湛，其雕刻和镀金装饰也栩栩如生，别具一格。从其整体造型和装饰风格来看，它似乎是明代晚期（1368-1644年）或清代（1644-1911年）较为常见的礼制头盔的早期代表。头盔的镀金工艺分为两层：一层银箔，银箔上覆以十字纹底，再覆一层金，可能采用水银镀金。这种独特的两层镀金工艺赋予了镀金层深邃的金黄色光泽。此外，它还凸显了头盔顶部、帽檐和额板上清晰的雕刻装饰。额头中央雕刻着释迦牟尼佛，端坐于莲花宝座之上。佛像两侧是守护四方的四方天神。宝顶和帽檐上分别饰有一条栩栩如生的龙，分别位于一颗闪耀的珍珠两侧，这几乎是所有后期中国礼仪头盔的标准图案。然而，这顶佛像的设计却展现出一种新颖独创性，这在后期较为刻板的佛像中并不常见。因此，装饰的创新性，加上头盔的精湛构造，表明这顶佛像属于此类佛像的早期作品。与其他一些罕见的中国艺术品一样，这顶佛像的存世似乎是因为它保存在西藏，可能是在明清时期从中国送往西藏的，作为礼物赠送给一位高级世俗或宗教官员。,941
"尽管这枚矛头表面覆有厚重的铜绿，但它与大都会博物馆藏品中的另一件（编号2000.206a, b）非常相似，无论是刃部形状，还是用錾刻钢打造的逼真编织环（此处位于矛柄中点，而非底部）。矛柄底部饰有风格化的莲花瓣环和三叶草纹饰。上方表面采用金质大马士革镶嵌工艺，饰有简洁的火焰珍珠、山脉和波浪纹。",942
无描述信息,943
无描述信息,944
无描述信息,945
无描述信息,946
梯形圆角方格（Aorigata）。正面（omote）为黄帝和一匹高浮雕马（takabori）。马为银质，而黄帝的中袍则以金质镶嵌，纹饰各异。左上角绘有云朵中的金龙。背面（ura）留白较多，仅绘有瀑布和幼松（两棵以金箔勾勒，两棵印尺洞）。黄帝（日语：马咲）是黄帝时期（公元前2698-2598年）一位传奇的马兽医。“他深谙马的体质之要害，经他医治，马匹便能迅速康复。有一次，一条龙飞落，垂耳张口，向他靠近。黄帝自言自语：‘这条龙病了，知道我能治好它。’”于是，他用针灸了龙的上唇下方，并给它服用了一剂甜药汤剂，龙的病就好了。此后，每当这条龙生病时，它都会从水穴中出来，前来求医。一天早晨，这条龙驮着黄飞走了。（莱昂内尔·吉尔斯，1948年，《中国神仙画廊》，伦敦：约翰·默里，1979年重印，纽约：AMS出版社）,947
这枚小型短东扇面（tsubahas）经抛光处理（migaki-ji），正面（omote）以浮雕（takabori）图案刻画两只蟋蟀（一只金，一只铜）、一只蚱蜢（金，赤铜）以及一朵秋花（秋花七朵之一）。背面（ura）仅在左下方稀疏地装饰了植物。江户时代，有数位正永氏（Masanaga）的艺术家活跃于江户（即签文中注明的武藏国）。例如，两位伊藤（Itō）流派的艺术家和两位奈良（Nara）流派的艺术家。,948
