object_id,provenience,creator,date_made,materials,description,length,width
5079,China | Xinjiang,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Yerkiyang left (Manchu script),  يارﻛﻨﺪ Yəkən right (Uyghur). Mint: Yarkant, Xinjiang. 1760 - 1769 CE.",unknown,unknown
5080,China,unknown,Qing Dynasty,Jade | Gilt | Wood,Medium green jade. Rectangular with incised and gilt Imperial five-toed dragons. Most likely served as the end panel to a jade book. Has a wooden stand.,29 cm,13 cm
5081,China,unknown,Qing Dynasty,Jade | Gilt | Wood,Medium green jade. Rectangular with incised and gilt Imperial five-toed dragons. Most likely served as the front panel to a jade book. Has a wooden stand.,28.5 cm,13 cm
5082,China,unknown,0bc -1906,Bamboo | Wood,"Bamboo, black. flat piece of wood to which 10 bamboo tubes are fastened, in rows of five each.  Carved piece of wood underneath",unknown,unknown
5083,China,unknown,Emperor Xuanzong,Bronze,"Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo kiyan left and right, triangle above. Mint: Guizhou province. 1825 - 1850 CE.",unknown,unknown
5084,China | Xinjiang,unknown,Emperor Xuanzong,Bronze,"Obv. 道光通寶 Dao Guang Tong Bao. Rev. Aksu left (Manchu script), ئاقسۇ Aksu right (Uyghur). Mint: Aksu, Xinjiang. 1821 - 1828 CE.",unknown,unknown
5085,China,unknown,Emperor Xuanzong,Bronze,"Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo kiyan left and right, triangle above. Mint: Guizhou province. 1825 - 1850 CE.",unknown,unknown
5086,China,unknown,Emperor Xuanzong,Bronze,Obv. 道光通寶 Dao Guang Tong Bao. Rev. Boo chiowan left and right. Mint: The Board of Revenue. 1821 - 1823 CE.,unknown,unknown
5087,China | Xinjiang,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Yerkiyang left (Manchu script),  يارﻛﻨﺪ Yəkən right (Uyghur). Mint: Yarkant, Xinjiang. 1760 - 1769 CE.",unknown,unknown
5088,China,unknown,19th Century,Bronze,Obv. 平五十千 (worth fifty thouand). Rev. Plain. Charm. Unusual. Imitating coins from the Wang Mang period (7 -23 CE).,unknown,unknown
5089,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure. Identical to 8-5-11, 12, except for headgear which is flattened on top and has hanging ribbons on the back.",unknown,6 cm
5090,China,unknown,18th Century,Bronze,Bronze vessel in form of bird with animal head.  Hole in center of top.  Teakwood stand.  Cover missing.  Inlaid with silver.  Traces of gilt.,24 cm,unknown
5091,China | Near Canton | Mei Wa School Estate,unknown,unknown,Clay,"Cup without handle.  Small crudely fashioned drinking cup of slate grey clay. Flaring lip, rounding body, slanting to a flat base. Probably made for mortuary use only.",unknown,unknown
5092,China,unknown,unknown,Silk | Cotton,"Informal woman's red robe.  Wide sleeves, neckbands & front, right side opening.  Large roundels: cranes, butterflies, flowers.  Wide horse-shoe cuffs: cranes & flowers on black ground. Li Shui (upright wave) border at hem.",142 cm,193.5 cm
5093,China,unknown,Qing Dynasty,Damask,"Man's sleeveless jacket.  Red damask with black borders with 3 brass buttons.  Character yung, courage, in black on white disk front and back.  Four identical(29-96-155A-D).",unknown,72.5 cm
5094,China,unknown,Qing Dynasty,Damask,"Man's sleeveless jacket. Red damask with black borders with 3 brass buttons. Character yung, courage, in black on white disk front and back. Four identical(29-96-155A-D).",unknown,73 cm
5095,China,unknown,Qing Dynasty,Damask,"Man's sleeveless jacket. Red damask with black borders with 3 brass buttons. Character yung, courage, in black on white disk front and back. Four identical(29-96-155A-D).",unknown,74 cm
5096,China,unknown,Qing Dynasty,Damask,"Man's sleeveless jacket.  Red damask with black borders with 3 brass buttons.  Character yung, courage, in black on white disk front and back. Four identical(29-96-155A-D).",unknown,74 cm
5097,China,unknown,Kangxi,Ceramic,Figure of a boy holding a vase in right hand. Head is restored and repainted. Green coat with floral pattern and yellow skirt with floral pattern. Pair with 64-8-11,unknown,unknown
5098,China,unknown,Spring and Autumn Period,Bronze,"Covered vessel, Dou.  On tall stem.  Narrow bands of design in very low flat relief on interlaced geometric dragon motifs.  Slight malachite green and bright blue patina.",unknown,unknown
5099,China,unknown,Early Western Zhou Dynasty,Bronze,Lid to bronze ding with green patina.  On the inside of the lid is an image of an ox head.,unknown,unknown
5100,China,unknown,1900 - 1951,Paper,"One of a series of popular prints on paper of Chinese deities from peasant cults. Wenchang Zitong Dijun (文昌 梓童 帝君), god of literature and wealth.",unknown,55 cm
5101,China,unknown,1900 - 1951,Paper,"One of a series of popular prints on paper of Chinese deities from peasant cults.  Siming zhi Shen (司命 之 神), the god who controls destiny.",unknown,58.5 cm
5102,China,unknown,1900 - 1951,Paper,One of a series of popular prints on paper of Chinese deities from peasant cults. Xiaogong zhi Shen (蕭公  之 神). The Spirit of Mr. Xiaogong.,unknown,52 cm
5103,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo chuwan left and right. Mint: Chengdu, Sichuan. The Board of Revenue type. 1855 - 1861 CE.",unknown,unknown
5104,China,unknown,1800 - 1950 CE,Wood | Silk | Ivory,"Wooden drawer from inside box (50-6-1.1B).  Lined with yellow silk.  One outer edge is also edge of box, has ivory inlay.",unknown,unknown
5105,China,unknown,19th Century,Wood,Wooden. Guanyin seated on a throne with a child on her knee. Crude and wormeaten.  Guanyin as Madonna and child modeled after the Christian motif.  Chinese Jesuit figure.,unknown,unknown
5106,China,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Boo chuwan left and right. In the shape of a peach, a symbol of longevity. Unusual.",unknown,unknown
5107,China,unknown,Emperor Muzong,Bronze,Obv. 同治通寶 Tong Zhi Tong Bao. Rev. Boo chiowan left and right. The floral motif on the reverse indicates this is a charm.,unknown,unknown
5108,China,unknown,1750 - 1900 CE,Coral,Statuette of lady with dragon.  Imperial coral carving.  C686 and C687 are a pair.  Wooden stand is C686B.,16 cm,5 cm
5109,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure identical to 80-5-11, wearing a long robe, hands clasped in front and hidden by sleeves. Double peaked headgear with badge.",unknown,6.03 cm
5110,China | Xinjiang,unknown,Emperor Gaozong,Bronze,"Obv. 乾隆通寶 Qian Long Tong Bao. Rev. Aksu left (Manchu script), ئاقسۇ Aksu right (Uyghur script). Mint: Aksu, Xinjiang. 1761 - 1766 CE.",unknown,unknown
5111,China,unknown,18th Century - 19th Century,Textile | Cotton,Child's shoe.  One of a pair.  Shaped and decorated to resemble a pig.  Snout and ears at toe with embroidered eyes and tail at back.  Brown cloth sole.,12.9 cm,4.8 cm
5112,China,unknown,18th Century - 19th Century,Textile | Cotton,Child's shoe.  One of a pair.  Shaped and decorated to resemble a pig.  Snout and ears at toe with embroidered eyes and tail at back.  Brown cloth sole.,12.9 cm,4.8 cm
5113,China,unknown,20th Century - 1915,Ceramic,Mortuary figurine of a civilian.  C221 and C222 are a pair.  They wear round top-knots and lean forward.  Slate grey clay with red over it.  Fake.,unknown,10 cm
5114,China,unknown,20th Century - 1915,Ceramic,Mortuary figurine of a civilian.  C221 and C222 are a pair.  They wear round top-knots and lean forward.  Slate grey clay with red over it.  Fake.,unknown,10 cm
5115,China,unknown,20th Century - 1915,Ceramic,Mortuary figurine of a civilian.  There is a difference in the headdresses of C219 and C220 although they are a pair.  Slate grey clay with red over it.,unknown,10 cm
5116,China,unknown,20th Century - 1915,Ceramic,Mortuary figurine of a civilian.  There is a difference in the headdresses of C219 and C220 although they are a pair.  Slate grey clay with red over it.,unknown,10 cm
5117,China | Hankou,unknown,unknown,Cotton,"A pair of leggings (guards), woven of dark blue cotton with undyed linings, fastened with five light blue frogs.",18.5 cm,13 cm
5118,China | Hankou,unknown,unknown,Cotton,"A pair of leggings (guards), woven of dark blue cotton with undyed linings, fastened with five light blue frogs.",18.5 cm,13.5 cm
5119,China,unknown,Kangxi,Ceramic,"Amphora shape. Even peachbloom glaze, interior and exterior, with interior areas of green. Mouthrim slightly glazed pink. Recessed base glazed white with blue six character mark of Kangxi. Footrim unglazed. Ivory stand.",unknown,unknown
5120,China,unknown,Western Han Dynasty,Copper Alloy | Bronze,Bronze mirror with low flat rim and decoration in raised lines of bronze. It has nipple and geometric dragon motifs. It was broken into two pieces but has since been mended.,unknown,unknown
5121,China,unknown,1900 - 1951,Paper,"One of a series of popular prints on paper of Chinese deities from peasant cults.  Nanfang Huode Xingjun (南方 火德 星君), the Star God of Fire.",unknown,54.5 cm
5122,China,unknown,1900 - 1951,Paper,"One of a series of popular prints on paper of Chinese deities from peasant cults. Xigui zhi Shen (喜貴 之 神), the gods of happiness and honors.",unknown,55.5 cm
5123,China,unknown,1900 - 1951,Paper,"One of a series of popular prints on paper of Chinese deities from peasant cults. Guan Li zhi Shen (管科 之 神), the god who controls prosperity.",unknown,55 cm
5124,China,unknown,Emperor Muzong,Bronze,Obv. 同治重寶 Tong Zhi Zhong Bao. Rev. Boo chiowan left and right. 當十 Dang Shi (Value Ten) above and below. Mint: The Board of Revenue.,unknown,unknown
5125,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐通寶 Xian Feng Tong Bao. Rev. Boo su left and right. Mint: Suzhou and other mints, Jiangsu. 1851 - 1854 CE. Coastal province type.",unknown,unknown
5126,China,unknown,Emperor Wuzong,unknown,Obv. 正德通寶 Zheng De Tong Bao. Rev. Dragon and Phoenix. Amulet minted during the Ming Dynasty. It is thought to bring good luck in gambling.,unknown,unknown
5127,China | Xinjiang,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo di left and right. 當十 Dang Shi (Value Ten) above and below. Mint: Urumchi (Dihua), Xinjiang. 1857 CE.",unknown,unknown
5128,China,unknown,Emperor Wuzong,unknown,Obv. 正德通寶 Zheng De Tong Bao. Rev. Dragon and Phoenix. Amulet minted during the Ming Dynasty. It is thought to bring good luck in gambling.,unknown,unknown
5129,China | Xinjiang,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo di left and right. 當八 Dang Ba (Value Eight) above and below. Mint: Urumchi (Dihua), Xinjiang. 1857 CE.",unknown,unknown
5130,China,unknown,Emperor Dezong,Bronze,"Obv. 光緒通寶 Guang Xu Tong Bao. Rev. Boo chiowan left and right. Mint: The Board of Revenue. 1887 - 1898 CE.Unusual thickness, possibly a charm.",unknown,unknown
5131,China,unknown,Emperor Wuzong,unknown,Obv. 正德通寶 Zheng De Tong Bao. Rev. Dragon and Phoenix. Amulet minted during the Ming Dynasty. It is thought to bring good luck in gambling.,unknown,unknown
5132,China,unknown,Emperor Wuzong,unknown,Obv. 正德通寶 Zheng De Tong Bao. Rev. Dragon and Phoenix. Amulet minted during the Ming Dynasty. It is thought to bring good luck in gambling.,unknown,unknown
5133,China,unknown,Tang Dynasty,Silver | Gold,Lid for bowl (38-20-2A).  Solid silver with floral pattern in gold niello.  Cover had ring (now missing) around slightly rounded top and sides; flat rim with short vertical overhang.,unknown,unknown
5134,China,unknown,15th Century - 1915,Silk (uncertain) | Beads | Velvet,"Woman's headband. Beaded. Upper and lower bands of black with a purple band in center. Purple band has beaded floral designs in gray, black, pink and light blue beads. Coarse red backing.",unknown,54 cm
5135,China,unknown,1700-1899,Silk | Metallic Thread,One of a pair of cuffs or sleeve bands. Silk with metallic gold and colored silk thread embroidery. Scene with horses under trees.,unknown,8.3 cm
5136,China,unknown,1700-1899,Silk | Metallic Thread,One of a pair of cuffs or sleeve bands. Silk with metallic gold and colored silk thread embroidery. Scene with horses under trees.,unknown,8.3 cm
5137,China,unknown,17th Century - 1943,Silk,"Blue-green silk coat with quilted red lining inside and floral embroidery outside. Bottom has wavy vertical stripes of red, blue, turquoise, olive green and faded violet.",210 cm,130 cm
5138,China,unknown,Song Dynasty,Clay,Unglazed figure of a guardian which is a companion to 80-5-1. The position of the dragon is reversed with it's head (now broken off) held in the left hand.,11.27 cm,10 cm
5139,China,unknown,1900 - 1951,Paper,One of a series of popular prints on paper of Chinese deities from peasant cults. Guan Ku zhi Shen (管庫 之 神) the god who controls warehouses.,unknown,55 cm
5140,China,unknown,1900 - 1951,Paper,One of a series of popular prints on paper of Chinese deities from peasant cults. Cao Gong zhi Shen (曺公  之 神). The Spirit of Mr.Cao Gong.,unknown,55 cm
5141,China,unknown,Emperor Shengzu,Bronze,"Obv. 康熙通寶 Kang Xi Tong Bao. Rev. Je left, 浙 Zhe right. Mint: Hangzhou, Zhejiang. 1667 - 1674 CE.Possibly a charm based on the unusual rim.",unknown,unknown
5142,China,unknown,Emperor Yuanzong (Li Jing),unknown,"Obv. 永通泉貨 Yong Tong Quan Huo (Eternal Circulation Coin). Rev. Lucky clouds below. Rare. Unusual to have clouds on reverse, this may be charm.",unknown,unknown
5143,China,unknown,1800 - 1950 CE,Wood,"32 wooden game pieces. 16 are dark wood, 16 are light wood. Each has a chinese character carved on one side.  All pieces are disk-shaped.",unknown,unknown
5144,China,unknown,Song Dynasty,Ceramic,Qingbai ware saucer. Thin and brittle greenish glaze. Unglazed rim. Glaze is swirled over flat base. Foliate design on interior of saucer. Said to be from Jiangxi tomb.,unknown,unknown
5145,China,unknown,Emperor Wenzong,Bronze,"Obv. 咸豐重寶 Xian Feng Zhong Bao. Rev. Boo gui left and right. 當十 Dang Shi ( Value Ten) above and below. Mint: Guilin, Guangxi. 1853 - 1854 CE.",unknown,unknown
5146,China,unknown,Wang Mang,unknown,Obv. 小泉值一 Xiao Quan Zhi Yi.  Rev. Plain. Modern characters. Imitating a coin from the first century but probably a charm given the modern Chinese characters.,unknown,unknown
5147,China,unknown,Song Dynasty,Clay,"Unglazed, standing Daoist figure earing a long shawl, collared robe, hands clasped in front under long sleeves. Small hat with back ribbons; hair, indicated by striations shown in front of hat.",unknown,6.51 cm
5148,China,unknown,19th Century,Velvet | Paper | Metal,Front of theatrical headdress. Black velvet base with crown made of gilded leather. Piece has several dragons on it with their heads attached to their bodies by springs. Two red silk flowers on top.,18 cm,23 cm
5149,China,unknown,unknown,Leather | Metal | Cotton,A bib-like collar of stained red leather; a tan leather binding is sewn along all edges; two brown cotton frogs with metal balls fasten neck opening.,37.5 cm,27.5 cm
5150,China,unknown,1850-1899,Silk | Metallic Thread,One of a pair of cuffs or sleeve bands. Silk with metallic gold and colored silk thread embroidery.  Garden scene with two women.,unknown,8 cm
5151,China,unknown,1850-1899,Silk | Metallic Thread,One of a pair of cuffs or sleeve bands. Silk with metallic gold and colored silk thread embroidery.  Garden scene with man and woman.,unknown,8 cm
5152,China,unknown,Qing Dynasty,Silk,Panel with two dragons; not a square of rank. This is a common folk motif executed in folk embroidery techniques. Probably made for a bridal pillow (or some other useful function) for a wedding gift.,32 cm,33 cm
