object_id,title,link,image,object_type,current_location,culture,provenience,creator,date_made,section,materials,technique,description,length,width,credit_line
29-238-13,Playing Card Deck,https://www.penn.museum/collections/object/1443,https://www.penn.museum/collections/assets/300/894984.jpg,,Collections Storage,Chinese,China | Guangzhou,,1889 - 1893,Asian,Paper | Ink,Printed,"Incompete deck (one card missing) of playing cards called ""Stick cards"" or Gun Pai 棍牌. This type of deck contains money cards with three suits: 1-9 of cash coins, 1-9 of strings (of cash) and 1-9 of myriads. There are also three extra cards: the Old Thousand, White Flower, and Wang Ying. The myriads suit contains characters from the Water Margin story. Thier names appear on the 1, 3, 4, 5, 7, and 9 of myriads. The 1 has 燕青 Yin Ching, the 3 has 大刀 Da Dao, the 4 has 柴進 Chai Jin, the 5 has 奎 (李逵) Li Kui, the 7 has 秦明 Qin Ming, and the 9 has 雷橫 Lei Heng. The zhihua 白花 (white flower) court card has the phrase: 晋華斋舖, 在双門底 at the bottom as well as 汪家 in the middle and stylized characters (?層) at the top. The Old Thousand court card has 万千 Qian Wan at the top and more writing below which is obscured by red stamps. The Wang Ying card has a portrait of Wang Ying with the an oval above his head with characters also obscured by a red stamp (光心?). Card 1 of cash has 漢記 at the top with 悦意 below that. Card 1 of strings has 晋華 at the top. Card 2 has writing as well but it is hard to read. The 9 of strings has two stylized 壽 shou characters on the top.  The backs are orange.  The faces are printed in black on white within a rectangular border.  Three cards, Wang Ying, Old Thousand, and 9 of strings, have red stamps over their faces.",8 cm,1.2 cm,"Purchased from William Henry Wilkinson, 1903"
C492.8,Mural Painting Section,https://www.penn.museum/collections/object/519642,https://www.penn.museum/collections/assets/300/243102.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,Tejaprabha Buddha's left arm and the arm and hand of Mercury.,,60.96 cm,"Purchased from C. T. Loo, 1926"
C492.9,Mural Painting Section,https://www.penn.museum/collections/object/519643,https://www.penn.museum/collections/assets/300/243103.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,Tejaprabha Buddha's lower left knee and the back of a worshipper bending over with a halo.,,60.96 cm,"Purchased from C. T. Loo, 1926"
C492.5,Mural Painting Section,https://www.penn.museum/collections/object/519639,https://www.penn.museum/collections/assets/300/243099.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,Hands of Tejaprabha Buddha holding the dharma wheel and showing the sole of his right foot.,,119.38 cm,"Purchased from C. T. Loo, 1926"
C692.6,Mural Painting Section,https://www.penn.museum/collections/object/519664,https://www.penn.museum/collections/assets/300/243123.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Feet of Wenshu and bald worshipper facing forward. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,170.18 cm,"Purchased from C. T. Loo, 1928"
C494.3,Mural Painting Section,https://www.penn.museum/collections/object/519656,https://www.penn.museum/collections/assets/300/243114.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Body and clasped hands of the Sun. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,55.88 cm,"Purchased from C. T. Loo, 1926"
C493.6,Mural Painting Section,https://www.penn.museum/collections/object/519651,https://www.penn.museum/collections/assets/300/243110.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Hand holding a book and the knee of Samantabhadra. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,55.88 cm,"Purchased from C. T. Loo, 1926"
C495,Mural Painting Section,https://www.penn.museum/collections/object/16523,https://www.penn.museum/collections/assets/300/243117.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Panel contains an attendant to the Moon, holding a rabbit.  Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,58.42 cm,"Purchased from C. T. Loo, 1926"
C492.1,Mural Painting Section,https://www.penn.museum/collections/object/519635,https://www.penn.museum/collections/assets/300/243095.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Tejaprabha's right arm and the bottom of a pipa being held by Venus. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,60.96 cm,"Purchased from C. T. Loo, 1926"
C492.2,Mural Painting Section,https://www.penn.museum/collections/object/519636,https://www.penn.museum/collections/assets/300/243096.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Bottom of the plinth that Tejaprabha Buddha sits on with worshipper whose hand is in the air. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,60.96 cm,"Purchased from C. T. Loo, 1926"
C688.14,Mural Painting,https://www.penn.museum/collections/object/519287,https://www.penn.museum/collections/assets/300/243085.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Mural | Painted,"Single panel from a wall mural depicting a Bodhisattva with halo on the left and the right knee of the Medicine Buddha.  Part of a larger mural depicting the Medicine Buddha, Bhaisajyaguru.",,177.8 cm,"Purchased from C. T. Loo, 1927"
C688.2,Mural Painting,https://www.penn.museum/collections/object/519243,https://www.penn.museum/collections/assets/300/243073.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Mural | Painted,"Single panel from wall mural painting showing two Yaksa Generals, one holding a pole and banner and the other with hands clasped. Part of a larger mural depicting the Medicine Buddha, Bhaisajyaguru.",,124.46 cm,"Purchased from C. T. Loo, 1927"
C688.21,Mural Painting,https://www.penn.museum/collections/object/519293,https://www.penn.museum/collections/assets/300/243092.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Mural | Painted,"Single panel from a wall mural depicting the chest of Suryaprabha with a linghzi shaped jewerly plate and a partial Yaksa General holding a bamboo staff on the right.  Part of a larger mural depicting the Medicine Buddha, Bhaisajyaguru.",,175.26 cm,"Purchased from C. T. Loo, 1927"
C688.17,Mural Painting,https://www.penn.museum/collections/object/519289,https://www.penn.museum/collections/assets/300/243088.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Mural | Painted,"Single panel from a wall mural depicting the torso of a Bodhisattva holding coral on the right and the head of the worshipper holding the seed pod (possibly a myrobalan seed) on the bottom left. Part of a larger mural depicting the Medicine Buddha, Bhaisajyaguru.",,177.8 cm,"Purchased from C. T. Loo, 1927"
C172,Tomb Brick,https://www.penn.museum/collections/object/222478,https://www.penn.museum/collections/assets/300/699400.jpg,,Collections Storage,Chinese,China | Fuzhou,,Han Dynasty,Asian,Clay,Fired,"Tomb brick from coffin.  Light grey clay.  Scene in molded low relief. On the left is an animal-headed demon pursued by a man with a long lance. To the right of the demon is a three-legged bird, possibly a crow or phoenix, followed by Xiwangmu who is seated between the foreparts of a dragon and a tiger. To the right of the tiger is a prancing horse with erect bushy tail. On the far right,  the Moon Hare is depicted pounding into a mortar.",41 cm,12.5 cm,"The Chinese Expedition, Carl W. Bishop, 1916"
C493,Mural Painting Section,https://www.penn.museum/collections/object/16520,https://www.penn.museum/collections/assets/300/143293.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"The central figure in this mural is Tejaprabha, the Buddha of Blazing Light, who protects against natural calamities. He is often paired with Bhaisajyaguru, the Healing Buddha, and is identified by a gold wheel in his hand and the title of the sutra held by one of his accompanying bodhisattvas. Other celestial deities, attendants, monks, and worshippers surround him.",,2.44 m,"Purchased from C. T. Loo, 1926"
29-238-10,Playing Card Deck,https://www.penn.museum/collections/object/99107,https://www.penn.museum/collections/assets/300/894983.jpg,,Collections Storage,Chinese,China | Zhejiang | Wenzhou,,1889 - 1893,Asian,Paper | Ink,Printed,"""Stick cards"" or Gun Pai 棍牌. This type of deck contains money cards with three suits: 1-9 of cash, 1-9 of strings (of cash) and 1-9 of myriads (of strings) (wan). There are also three extra cards: the Old Thousand, White Flower, and Wang Ying. The Old Thousand card which has 万千 Qian Wan at the top and 天下太平 (peace under heaven) at the bottom is associated with the myriads suit. This suit has the value written out on the top of the cards; thereunder are portraits of commanders from the Shui hu zhuan (Water Margin Story). There are no names with the portraits however, recognizeable is Zhu Tong on the 8 of myriads by the smaller figure in the lower part of the card depicting the son of the magistrate of Cangzhou. The zhihua 白花 (white flower) card has in the lower half of the card an ornamental figure (based on plants?) and in the upper half the text 順利吉記 shunli ji ji (smooth luck). In the upper margin is the text 右坦 shi tan, possibly relating to the manufacturer. On the Wang Ying 王英 card is a portrait of Wang Ying. There are red marks on three different cards: one small streak on jiudiao (9 of strings), two small streaks on Wang Ying and four small streaks on Qian Wan. The cards have double indices showing both value and suit. Deck of 60 rectangular playing cards. Backs geometric pattern in grey on tan.",7.7 cm,2 cm,"Purchased from William Henry Wilkinson, 1903"
C692.1,Mural Painting Section,https://www.penn.museum/collections/object/519659,https://www.penn.museum/collections/assets/300/243118.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Venus with a bird in her headdress holding a pipa. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,66.04 cm,"Purchased from C. T. Loo, 1928"
C494.5,Mural Painting Section,https://www.penn.museum/collections/object/519658,https://www.penn.museum/collections/assets/300/243116.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Bottom of the robes of the Sun, his attendant, and Jupiter. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,165.1 cm,"Purchased from C. T. Loo, 1926"
C494.4,Mural Painting Section,https://www.penn.museum/collections/object/519657,https://www.penn.museum/collections/assets/300/243115.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"Left clasped hand of the Sun with attendant next to him and Jupiter on the right. Part of a larger mural depicting the Buddha of Blazing Light, Tejaprabha.",,165.1 cm,"Purchased from C. T. Loo, 1926"
C688.15,Mural Painting,https://www.penn.museum/collections/object/519284,https://www.penn.museum/collections/assets/300/243086.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Mural | Painted,"Single panel from a wall mural depicting the Medicine Buddha's right foot and the head of an attendant Bodhisattva holding coral. Part of a larger mural depicting the Medicine Buddha, Bhaisajyaguru.",,177.8 cm,"Purchased from C. T. Loo, 1927"
C688.13,Mural Painting,https://www.penn.museum/collections/object/519283,https://www.penn.museum/collections/assets/300/243084.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Mural | Painted,"Single panel from a wall mural depicting two Yaksa Generals, one holding a flaming pearl and the other holding a bowl.  Part of a larger mural depicting the Medicine Buddha, Bhaisajyaguru.",,91.44 cm,"Purchased from C. T. Loo, 1927"
C492,Mural Painting,https://www.penn.museum/collections/object/16521,https://www.penn.museum/collections/assets/300/143293.jpg,,Collections Storage,Chinese | Buddhist,China | Shanxi | Hongtong | Guangshengsi,,ca. 1476,Asian,Mud | Seeds | Straw | Leaves | Tempera,Painted | Mural,"The central figure in this mural is Tejaprabha, the Buddha of Blazing Light, who protects against natural calamities. He is sometimes paired with Bhaisajyaguru, the Healing Buddha, and is identified by a gold wheel in his hand and the title of the sutra held by one of his accompanying bodhisattvas. Other celestial deities, attendants, monks, and worshippers surround him.",,2.36 m,"Purchased from C. T. Loo, 1926"
